,기입날짜,별점,옵션,후기
198,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
199,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
200,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
201,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
202,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
203,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
204,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 술안주로도 너무 잘 먹는 김부각!  한봉은 그냥 다 먹고 두봉은 오픈해놔야 마음놓고 먹을 수 있어요  바삭한거 좋아하시는 분들은 이거! 강추드립니다  가볍게 먹기 너무 좋아요 그리고 맛도 진짜 맛있네요  간도 딱 맞고 깨끗한 기름 사용하시는것 같아요 뽀얗고 맛있어요 사진/비디오 수 2 
205,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아 이건 하나만 주문하기 너무 아쉽네요  기본 다섯봉은 있어야겠어요 반찬으로도 먹고 저녁에 간식으로도 먹고 술마실때도 꺼내야 하고 이러니까 다음에는 3+1으로 주문해야겠어요 맛있고 간도 딱 맞아서 손이 자주 가네요  김부각 러버는 정착합니다 굿굿 사진/비디오 수 2 
206,23.04.08.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 라이브에서 차방송보다가 김부각구매했어요  구매인증으로 오란다도 받았어요 김부각 칼로리도 적고 담백해서 간식으로 좋을것같아요 맛있게잘먹을께요 사진/비디오 수 3 
207,23.04.07.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 택배상자부터 너무 귀여웠어요 ㅎㅎ 한빗이가 날 반겨주는 느낌?  라방혜택으로 허브차 하나 더받고 구매인증 누락까지 책임져주는 곳♡  라임민트 먹어봤는데 첨엔 민트향에 반하구 마시다보면 라임맛이 나서 과일차가 이래서 좋구나 를 느낄수 있었어요  티백에 1.5g 들었다는데 정말 다른 티백에 비해 내용물이 많아 여러번 우려도 좋더라구요 👍 사진/비디오 수 2 
208,23.04.07.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 토끼 캐릭터 포장이 귀욥네요. 적당히 간이 잘 되어있고 바삭바삭해서 맛있어요. 간식과 술안주로 좋을 거 같아요. 사진/비디오 수 2 
209,23.04.07.,5,옵션 선택: 1봉(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기맛있게 먹고 있어요 
